STYLE NUMBER,SEASON,season_id,FINAL SUPPLIER PRODUCTION,ON FLOOR MONTH,month_id,season_factor,season_name,season_year,SHIP METHOD US RETAIL,SHIP METHOD US WHOLESALE,SQUAD,FABRIC TYPE,CATEGORY,FINAL FABRIC,MAIN FABRIC COMPOSITION,COO,FOB US,FOB EU,US LANDED,EU LANDED,US RETAIL FOR MKUP,EU RETAIL FOR MKUP,EU RETAIL...19,US RETAIL,US WHOLESALE,US ATS,EU RETAIL...23,EU CONCESSIONS,EU WHOLESALE,EU ATS,UK RETAIL,UK CONCESSIONS,UK WHOLESALE,UK ATS,TOTAL,TOTAL LANDED US,TOTAL LANDED EU,TOTAL LANDED UK,TOTAL RETAIL US,TOTAL RETAIL EU,TOTAL RETAIL UK,TOTAL CUSTO $,TOTAL VERBA $
332014,SS25,5,HS FASHION,FEBRUARY,2,SS25,SS,25,AIR,AIR,ESSENTIAL REPEAT,TECIDO ESTAMPA,DRESSES,MANDY COTTON,60% COTTON 40% VISCOSE,CHINA,26.5,24.115000000000002,34.213499999999996,30.5088,240,225,NA,1075,1194,500,139,NA,396,61,133,18,0,NA,3603,94737.18149999999,20166.3168,5278.0224,664560,178470,46710,123441.72157679999,918592.47
332026,SS25,5,HS FASHION,FEBRUARY,2,SS25,SS,25,AIR,AIR,ESSENTIAL REPEAT,TECIDO ESTAMPA,DRESSES,LINEN VISCOSE,55% LINEN 45% VISCOSE,CHINA,28,25.76,35.532,32.351200000000006,230,216.66666666666669,NA,716,1331,279,93,NA,67,0,89,0,0,NA,2581,82647.432,5370.299200000001,2879.2568000000006,534980,43160,23140,92163.08456320001,611455.3600000001
332109,SS25,5,HS FASHION,MARCH,3,SS25,SS,25,SEA,AIR,ESSENTIAL REPEAT,TECIDO ESTAMPA,JUMPSUITS,LINEN VISCOSE,55% LINEN 45% VISCOSE,CHINA,22.9,21.067999999999998,27.2587,27.096159999999998,190,175,NA,1194,2091,280,174,NA,155,0,166,27,7,NA,4141,100733.7655,10188.156159999999,5419.232,677350,78960,42000,118731.46851056,816835.36
332013,SS25,5,H&F,MARCH,3,SS25,SS,25,SEA,AIR,ESSENTIAL REPEAT,TECIDO ESTAMPA,DRESSES,PAPER COTTON,100% COTTON,CHINA,21.3,19.383000000000003,26.686700000000002,25.208960000000005,230,216.66666666666669,NA,716,117,0,93,NA,88,0,89,11,0,NA,1176,22218.6136,6125.777280000001,2520.8960000000006,191590,63180,26000,32103.374532480004,293539.38
332113,SS25,5,H&F,FEBRUARY,2,SS25,SS,25,AIR,AIR,ESSENTIAL REPEAT,TECIDO ESTAMPA,JUMPSUITS,PAPER COTTON,100% COTTON,CHINA,27.4,24.934,35.1744,31.426080000000002,220,206.66666666666669,NA,896,243,0,131,NA,422,44,125,12,17,NA,2049,39564.2766,23223.873120000004,5373.8596800000005,250580,183272,42408,71726.32396752,504387.912
347548,SS25,5,H&F,FEBRUARY,2,SS25,SS,25,AIR,AIR,ESSENTIAL REPEAT,TECIDO ESTAMPA,JUMPSUITS,PAPER COTTON,100% COTTON,CHINA,27.4,24.934,35.1744,31.426080000000002,220,206.66666666666669,NA,0,900,0,0,NA,0,0,0,0,0,NA,900,29807.46,0,0,198000,0,0,29807.46,198000
332114,SS25,5,H&F,FEBRUARY,2,SS25,SS,25,AIR,AIR,ESSENTIAL REPEAT,TECIDO ESTAMPA,JUMPSUITS,PAPER COTTON,100% COTTON,CHINA,22.2,20.202,29.1632,26.126240000000003,210,200,NA,1692,3193,499,186,NA,575,62,161,31,16,NA,6549,150867.4888,24323.529440000002,6113.540160000001,1130640,223440,56160,185168.65542224,1445736.24
347547,SS25,5,H&F,FEBRUARY,2,SS25,SS,25,AIR,AIR,ESSENTIAL REPEAT,TECIDO ESTAMPA,JUMPSUITS,PAPER COTTON,100% COTTON,CHINA,22.2,20.202,29.1632,26.126240000000003,210,200,NA,0,1000,0,0,NA,0,0,0,0,0,NA,1000,27498.2,0,0,210000,0,0,27498.2,210000
332122,SS25,5,ECICO,FEBRUARY,2,SS25,SS,25,AIR,AIR,ESSENTIAL REPEAT,TECIDO ESTAMPA,JUMPSUITS,LINEN VISCOSE,55% LINEN 45% VISCOSE,CHINA,32.5,29.900000000000002,39.3475,36.988,230,216.66666666666669,NA,1493,626,0,186,NA,59,0,161,0,0,NA,2525,83377.3525,9062.06,5955.068,487370,63700,41860,100826.99632,610028.8999999999
332167,SS25,5,HS FASHION,APRIL,4,SS25,SS,25,SEA,AIR,CORE TECIDO,TECIDO ESTAMPA,DRESSES,LINEN VISCOSE,55% LINEN 45% VISCOSE,CHINA,26.5,24.380000000000003,32.316,30.805600000000002,210,200,NA,1343,3940,401,174,NA,343,61,166,20,20,NA,6514,183684.14400000003,18514.1656,7054.482400000001,1193640,144240,54960,212842.29131760003,1420805.04
332170,SS25,5,KONCEPTION,FEBRUARY,2,SS25,SS,25,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,DRESSES,LIGHT COTTON,100% COTTON,INDIA,28,25.48,36.312,33.70968,260,241.66666666666669,NA,398,185,0,58,NA,34,0,55,0,3,NA,733,21169.896,3101.29056,1955.1614399999999,151580,26680,16820,27036.45902976,202049.28
332171,SS25,5,H&F,FEBRUARY,2,SS25,SS,25,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,DRESSES,LINEN VISCOSE,55% LINEN 45% VISCOSE,CHINA,43.6,39.676,53.878400000000006,48.43712,298,283.33333333333337,NA,448,604,0,65,NA,115,0,62,0,0,NA,1294,54704.99680000001,8718.6816,3003.10144,313496,61200,21080,68031.01725440001,407036.8
332178,SS25,5,HS FASHION,FEBRUARY,2,SS25,SS,25,AIR,AIR,CORE TECIDO,TECIDO LISO,JUMPSUITS,COTTON TENCEL,54% COTTON 46% TENCEL,CHINA,27.5,25.3,35.79,32.336,260,241.66666666666669,NA,313,581,0,46,NA,25,0,59,0,0,NA,1024,31996.26,2295.8559999999998,1907.8239999999998,232440,20590,17110,36923.975375999995,276633.39
332184,SS25,5,KONCEPTION,FEBRUARY,2,SS25,SS,25,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,TOPS,LIGHT COTTON,100% COTTON,INDIA,20,18.2,27.479999999999997,24.2212,180,165,NA,318,349,0,48,NA,50,0,53,0,0,NA,818,18329.159999999996,2373.6776,1283.7236,120060,19404,10494,22549.171233599995,154557.144
332186,SS25,5,KONCEPTION,FEBRUARY,2,SS25,SS,25,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,TOPS,LIGHT COTTON,100% COTTON,INDIA,21,19.11,28.704,25.28226,190,175,NA,398,333,279,51,NA,188,45,67,14,4,NA,1395,28991.04,7180.16184,2553.50826,191900,59640,21210,40067.55205764,283903.94
332190,SS25,5,H&F,APRIL,4,SS25,SS,25,SEA,AIR,CORE TECIDO,TECIDO LISO,TOPS,COTTON TENCEL,52% COTTON 48% LYOCELL,CHINA,14.25,12.967500000000001,19.513250000000003,17.023600000000002,130,123.33333333333334,NA,224,57,0,43,NA,65,0,49,0,0,NA,438,5422.304500000001,1838.5488,834.1564000000001,36530,15984,7252,8487.5398688,63178.583999999995
332193,SS25,5,HS FASHION,FEBRUARY,2,SS25,SS,25,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,DRESSES,MANDY COTTON,60% COTTON 40% VISCOSE,CHINA,22.8,20.976000000000003,30.4252,27.493120000000005,298,283.33333333333337,NA,398,358,0,58,NA,22,0,55,16,0,NA,907,23001.451200000003,2199.4496000000004,1952.0115200000002,225288,27200,24140,27880.105344000003,285621
332195,SS25,5,H&F,JANUARY,1,SS25,SS,25,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,JUMPSUITS,LINEN VISCOSE,55% LINEN 45% VISCOSE,CHINA,34.6,31.486,41.6638,38.76432,230,216.66666666666669,NA,1000,661,197,100,NA,113,54,100,0,0,NA,2254,75184.8304,10350.07344,5000.59728,427340,69420,33540,92827.51906864,545673.02
332196,SS25,5,H&F,FEBRUARY,2,SS25,SS,25,AIR,AIR,CORE TECIDO,TECIDO LISO,JUMPSUITS,LINEN,100% LINEN,CHINA,34,30.94,41.501999999999995,38.6528,260,241.66666666666669,NA,597,147,0,69,NA,89,0,66,36,9,NA,1069,30502.637999999995,8271.6992,4290.4608,193440,62060,32190,44975.947043199994,302028.76
332198,SS25,5,HS FASHION,FEBRUARY,2,SS25,SS,25,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,DRESSES,LINEN VISCOSE,55% LINEN 45% VISCOSE,CHINA,40.8,37.536,50.6752,46.04032,298,283.33333333333337,NA,348,70,0,51,NA,112,0,66,0,6,NA,653,21182.2336,7504.57216,3314.90304,124564,55420,24480,33579.64868736,216116.82
332199,SS25,5,HS FASHION,APRIL,4,SS25,SS,25,SEA,AIR,CORE TECIDO,TECIDO ESTAMPA,DRESSES,LINEN VISCOSE,55% LINEN 45% VISCOSE,CHINA,37.8,34.775999999999996,45.243199999999995,42.44911999999999,260,241.66666666666669,NA,1075,1227,100,139,NA,255,44,133,11,15,NA,3040,108674.16639999999,19696.39168,7386.146879999998,624520,134560,50460,139543.33626048,835409.1599999999
332201,SS25,5,KONCEPTION,FEBRUARY,2,SS25,SS,25,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,DRESSES,VISCOSE MARROCAINE,100% VISCOSE,INDIA,33.7,31.004000000000005,45.45100000000001,40.150664000000006,310,290,NA,597,613,0,87,NA,88,0,83,0,6,NA,1495,54995.71000000001,7869.530144000001,3573.4090960000008,375100,68208,30972,68119.596939024,488849.368
332202,SS25,5,HS FASHION,APRIL,4,SS25,SS,25,SEA,AIR,CORE TECIDO,TECIDO ESTAMPA,DRESSES,LINEN VISCOSE,55% LINEN 45% VISCOSE,CHINA,28.8,26.496000000000002,34.9472,33.675520000000006,290,275,NA,597,848,0,87,NA,40,0,83,0,0,NA,1655,50498.704,4276.791040000001,2795.0681600000007,419050,41910,27390,58714.41958784,499559.11
332210,SS25,5,ECICO,APRIL,4,SS25,SS,25,SEA,AIR,ESSENTIAL REPEAT,ARTESANAL,JUMPSUITS,COTTON EYELET,100% COTTON,CHINA,35,32.2,42.46,39.564,260,241.66666666666669,NA,597,287,181,69,NA,282,31,66,18,6,NA,1585,45219.899999999994,16537.752,4035.5280000000002,276900,121220,29580,68387.707992,446717.62
332213,SS25,5,GAIA,FEBRUARY,2,SS25,SS,25,AIR,TRUCK,ESSENTIAL REPEAT,MALHA ESTAMPA,DRESSES,HEAVY ORGANIC COTTON,100% ORGANIC COTTON,TURKEY,20.5,18.655,26.8575,19.655,160,150,NA,995,302,0,131,NA,123,0,125,0,0,NA,1676,34230.177500000005,4992.370000000001,2456.875,207520,45720,22500,42797.08442,285975.52
332214,SS25,5,GAIA,FEBRUARY,2,SS25,SS,25,AIR,TRUCK,ESSENTIAL REPEAT,MALHA ESTAMPA,DRESSES,HEAVY ORGANIC COTTON,100% ORGANIC COTTON,TURKEY,20,18.2,26.3,19.2,160,150,NA,796,0,0,105,NA,0,0,100,0,0,NA,1001,20934.8,2016,1920,127360,18900,18000,25572.656000000003,170839.9
332216,SS25,5,H&F,MARCH,3,SS25,SS,25,SEA,AIR,ESSENTIAL REPEAT,TECIDO ESTAMPA,DRESSES,PAPER COTTON,100% COTTON,CHINA,21,19.11,26.339,25.4032,260,241.66666666666669,NA,896,1789,181,117,NA,228,0,111,0,0,NA,3322,76324.824,8764.104,2819.7551999999996,745160,100050,32190,89467.55056799999,895195.8500000001
332217,SS25,5,H&F,MARCH,3,SS25,SS,25,SEA,AIR,ESSENTIAL REPEAT,TECIDO ESTAMPA,DRESSES,LINEN VISCOSE,55% LINEN 45% VISCOSE,CHINA,26.5,24.115000000000002,32.316,31.0088,260,241.66666666666669,NA,896,2393,300,117,NA,205,0,111,0,50,NA,4072,116015.78650000002,9984.8336,4992.4168,933140,93380,46690,133249.60929360002,1094313.88
332229,SS25,5,KONCEPTION,MARCH,3,SS25,SS,25,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,DRESSES,VISCOSE MARROCAINE,100% VISCOSE,INDIA,37.5,34.5,50.125,44.227,330,308.33333333333337,NA,537,0,0,69,NA,0,0,66,0,0,NA,672,26917.125,3051.6629999999996,2918.982,177210,25530,24420,33953.596473,236076.63
332695,SS25,5,CASCADE,FEBRUARY,2,SS25,SS,25,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,TOPS,VELLA COTTON,100% COTTON,INDIA,19.3,17.563000000000002,26.866380000000003,23.6997518,198,183.33333333333334,NA,231,34,0,42,NA,53,0,55,0,4,NA,419,7119.590700000001,2251.4764210000003,1398.2853562,52470,20900,12980,11351.773877685002,91756.5
332241,SS25,5,H&F,MARCH,3,SS25,SS,25,SEA,AIR,ESSENTIAL FRANK,TECIDO ESTAMPA,DRESSES,PAPER COTTON,100% COTTON,CHINA,29.9,27.209,36.6541,34.47408,290,275,NA,627,415,0,81,NA,105,0,77,38,4,NA,1416,38092.9347,8790.8904,4102.4155200000005,302180,84150,39270,52893.863836799996,443860.55000000005
332260,SS25,5,HS FASHION,APRIL,4,SS25,SS,25,SEA,AIR,ESSENTIAL REPEAT,TECIDO ESTAMPA,DRESSES,LINEN VISCOSE,55% LINEN 45% VISCOSE,CHINA,39.2,36.06400000000001,46.8448,44.39168000000001,298,283.33333333333337,NA,627,370,100,81,NA,237,37,77,45,4,NA,1635,51388.745599999995,17756.672000000002,6126.051840000001,326906,136000,46920,78541.3605888,534870.4
332264,SS25,5,HS FASHION,JANUARY,1,SS25,SS,25,AIR,AIR,ESSENTIAL REPEAT,TECIDO ESTAMPA,DRESSES,VISCOSE SATIN,100% VISCOSE,CHINA,21.6,19.656000000000002,30.676000000000002,26.014720000000004,198,183.33333333333334,NA,835,1297,32,111,NA,0,51,78,10,0,NA,2460,66382.864,4734.679040000001,2965.6780800000006,428472,40040,25080,75314.80999424,504007.24
332265,SS25,5,KONCEPTION,MARCH,3,SS25,SS,25,AIR,AIR,ESSENTIAL REPEAT,TECIDO ESTAMPA,DRESSES,LIGHT COTTON,100% COTTON,INDIA,37,33.67,46.698,43.259220000000006,280,266.6666666666667,NA,224,0,0,43,NA,0,0,49,0,0,NA,316,10460.352,1860.1464600000002,2119.7017800000003,62720,13760,15680,15181.793048460002,97645.76000000001
344872,SS25,5,KONCEPTION,APRIL,4,SS25,SS,25,AIR,AIR,ESSENTIAL REPEAT,TECIDO ESTAMPA,DRESSES,LIGHT COTTON,100% COTTON,INDIA,37,33.67,46.698,43.259220000000006,280,266.6666666666667,NA,448,686,0,65,NA,250,0,63,0,0,NA,1512,52955.53200000001,13626.654300000002,2725.3308600000005,317520,100800,20160,71283.38203350002,453096
332266,SS25,5,HS FASHION,MARCH,3,SS25,SS,25,SEA,AIR,ESSENTIAL REPEAT,TECIDO ESTAMPA,DRESSES,LINEN VISCOSE,55% LINEN 45% VISCOSE,CHINA,29.8,27.118000000000002,36.0912,34.37216,260,241.66666666666669,NA,398,161,0,58,NA,66,0,55,0,0,NA,738,20496.9808,4262.14784,1890.4688,145340,35960,15950,27547.879469440002,204828.86
332299,SS25,5,H&F,FEBRUARY,2,SS25,SS,25,AIR,AIR,ESSENTIAL REPEAT,TECIDO ESTAMPA,DRESSES,OTTO,100% COTTON,CHINA,32.5,29.575,41.6675,37.124,290,275,NA,1294,2291,280,189,NA,526,61,180,40,22,NA,4979,154778.07499999998,31481.152000000002,9874.984,1120850,279840,87780,201665.24151199998,1537636.04
332300,SS25,5,KONCEPTION,FEBRUARY,2,SS25,SS,25,AIR,AIR,ESSENTIAL FRANK,TECIDO ESTAMPA,DRESSES,LIGHT COTTON,100% COTTON,INDIA,32.95,29.984500000000004,42.024300000000004,38.961927,280,266.6666666666667,NA,796,215,80,117,NA,296,44,111,5,0,NA,1687,45848.511300000006,18078.334128000002,5142.974364000001,305480,148480,42240,72103.55127592801,521116.48
332307,SS25,5,ECICO,FEBRUARY,2,SS25,SS,25,SEA,AIR,CORE TRICOT,TRICOT,SWEATER,KNIT,70%VISCOSE 30%POLYAMIDE,CHINA,17,15.64,25.715,21.5168,180,165,NA,358,18,0,46,NA,32,0,61,43,0,NA,610,9722.84,2797.184,2237.7472,67680,25740,20592,15616.506688,121914.18
332308,SS25,5,ECICO,FEBRUARY,2,SS25,SS,25,AIR,AIR,ESSENTIAL REPEAT,TECIDO ESTAMPA,DRESSES,LINEN VISCOSE,55% LINEN 45% VISCOSE,CHINA,28,25.76,35.532,32.351200000000006,230,216.66666666666669,NA,1194,1280,150,139,NA,116,30,133,22,0,NA,3131,93235.968,10967.056800000002,5435.0016000000005,603520,88140,43680,112103.4790008,755154.34
332310,SS25,5,ECICO,FEBRUARY,2,SS25,SS,25,SEA,AIR,CORE TRICOT,TRICOT,BOTTOMS,KNIT,70%VISCOSE 30%POLYAMIDE,CHINA,17.5,16.1,22.2125,22.032,185,175,NA,358,12,0,46,NA,38,0,61,31,0,NA,586,8254.625,2731.968,2026.944,68450,26040,19320,13809.420968,121396.04000000001
332311,SS25,5,ECICO,MARCH,3,SS25,SS,25,SEA,AIR,CORE TRICOT,TRICOT,SWEATER,KNIT,70%VISCOSE 30%POLYAMIDE,CHINA,17.5,15.925,26.4125,21.836000000000002,180,165,NA,498,34,0,58,NA,17,0,55,56,15,NA,826,14153.45,3668.4480000000003,2751.3360000000002,95760,33264,24948,21649.923488,163734.984
332323,SS25,5,ECICO,MARCH,3,SS25,SS,25,SEA,AIR,CORE TRICOT,TRICOT,SWEATER,KNIT,100%ACRYLIC,CHINA,14.5,13.195,22.2275,18.778399999999998,190,175,NA,269,78,0,44,NA,55,0,57,20,6,NA,551,7946.9425,2272.1863999999996,1558.6071999999997,65930,25410,17430,12405.3290064,115788.41
332327,SS25,5,ECICO,FEBRUARY,2,SS25,SS,25,AIR,AIR,ESSENTIAL REPEAT,TECIDO ESTAMPA,DRESSES,LINEN VISCOSE,55% LINEN 45% VISCOSE,CHINA,37.5,34.5,46.9,42.64,298,283.33333333333337,NA,995,1140,200,145,NA,428,62,139,0,16,NA,3181,109511.5,28355.600000000002,7717.84,695830,226100,61540,150249.1164,1020660.9
332338,SS25,5,MAESTRO,FEBRUARY,2,SS25,SS,25,AIR,AIR,CORE TRICOT,CROCHET,SWEATER,CROCHET,100% COTTON,CHINA,25,22.75,37,31.48,248,233.33333333333334,NA,224,50,43,43,NA,182,0,49,0,9,NA,600,11729,7083,1825.84,78616,63000,16240,21775.3698,167973.8
332339,SS25,5,MAESTRO,FEBRUARY,2,SS25,SS,25,AIR,AIR,CORE TRICOT,CROCHET,BOTTOMS,CROCHET,100% COTTON,CHINA,33.85,30.803500000000003,47.4324,40.49992,280,266.6666666666667,NA,224,19,77,43,NA,179,0,49,0,9,NA,600,15178.367999999999,8990.982240000001,2348.99536,89600,71040,18560,27970.753731039997,190675.84000000003
332345,SS25,5,ECICO,FEBRUARY,2,SS25,SS,25,SEA,AIR,CORE TRICOT,TRICOT,BOTTOMS,KNIT,68%VISCOSE 32%POLYESTER,CHINA,13.8,12.558000000000002,17.939,17.06496,185,175,NA,498,280,0,58,NA,139,0,55,0,0,NA,1030,13956.542,3361.7971199999997,938.5727999999999,143930,41370,11550,18816.25011392,203733.16999999998
332346,SS25,5,ECICO,FEBRUARY,2,SS25,SS,25,SEA,AIR,CORE TRICOT,TRICOT,TOPS,KNIT,68%VISCOSE 32%POLYESTER,CHINA,11,10.120000000000001,17.345,13.3344,120,116.66666666666667,NA,498,296,0,65,NA,122,0,63,0,0,NA,1044,13771.93,2493.5328,840.0672000000001,95280,26180,8820,17559.2596288,135043.78
332349,SS25,5,ECICO,APRIL,4,SS25,SS,25,SEA,AIR,CORE TRICOT,TRICOT,DRESSES,KNIT,68%VISCOSE 32%POLYESTER,CHINA,18,16.560000000000002,24.032,22.547200000000004,198,183.33333333333334,NA,448,75,0,65,NA,4,0,63,0,0,NA,655,12568.735999999999,1555.7568,1420.4736000000003,103554,15180,13860,16070.068140799998,137717.58000000002
332352,SS25,5,HS FASHION,FEBRUARY,2,SS25,SS,25,AIR,AIR,ESSENTIAL REPEAT,TECIDO ESTAMPA,DRESSES,PAPER COTTON,100% COTTON,CHINA,34.5,31.395,43.9855,39.1624,280,266.6666666666667,NA,498,24,0,73,NA,139,31,69,0,4,NA,850,22960.431000000004,9516.4632,3328.8039999999996,146160,77760,27200,37570.47343120001,265540.16000000003
332360,SS25,5,SHARTEX,FEBRUARY,2,SS25,SS,25,AIR,AIR,CORE TRICOT,TRICOT,SWEATER,KNIT,60%COTTON 40%ACRYLIC,CHINA,37,33.67,51.88,43.7104,280,266.6666666666667,NA,150,0,0,50,NA,0,0,50,6,0,NA,268,7782,2710.0448,2447.7824,42000,19840,17920,13847.3425248,86403.84
332988,SS25,5,CASCADE,MARCH,3,SS25,SS,25,AIR,AIR,NEWNESS,FARMLAB,DRESSES,VELLA COTTON,100% COTTON,INDIA,35.5,32.305,45.4143,42.074673000000004,298,283.33333333333337,NA,313,52,0,46,NA,182,46,60,12,3,NA,729,16576.2195,11528.460402,3786.7205700000004,108770,93160,30600,33962.904922482,249269.56
332369,SS25,5,ECICO,MARCH,3,SS25,SS,25,SEA,AIR,ESSENTIAL REPEAT,TECIDO ESTAMPA,JUMPSUITS,LINEN VISCOSE,55% LINEN 45% VISCOSE,CHINA,33,30.360000000000003,38.399,38.00320000000001,240,225,NA,746,255,0,109,NA,72,0,104,0,10,NA,1303,38947.399000000005,7144.601600000001,4332.3648,240240,50760,30780,52244.262641600006,334709.75999999995
347549,SS25,5,ECICO,MARCH,3,SS25,SS,25,SEA,AIR,ESSENTIAL REPEAT,TECIDO ESTAMPA,JUMPSUITS,LINEN VISCOSE,55% LINEN 45% VISCOSE,CHINA,32,29.44,37.296,36.9728,240,225,NA,0,550,0,0,NA,0,0,0,0,0,NA,550,21612.8,0,0,132000,0,0,21612.8,132000
332376,SS25,5,GAIA,APRIL,4,SS25,SS,25,AIR,TRUCK,ESSENTIAL REPEAT,TECIDO ESTAMPA,TOPS,MANDY COTTON,60% COTTON 40% VISCOSE,TURKEY,26.5,24.115000000000002,33.581,25.115000000000002,180,165,NA,358,120,151,48,NA,123,31,53,0,7,NA,905,20851.449,5073.2300000000005,1858.51,113220,39996,14652,28746.65063,175463.676
344864,SS25,5,HS FASHION,FEBRUARY,2,SS25,SS,25,AIR,AIR,ESSENTIAL REPEAT,TECIDO ESTAMPA,TOPS,MANDY COTTON,60% COTTON 40% VISCOSE,CHINA,20.2,18.382,27.8258,23.58784,220,206.66666666666669,NA,716,1489,200,82,NA,67,0,77,33,3,NA,2678,66921.049,3774.0544,2665.42592,529100,39680,28024,74423.63326880001,607981.36
332378,SS25,5,HS FASHION,FEBRUARY,2,SS25,SS,25,AIR,AIR,ESSENTIAL REPEAT,TECIDO ESTAMPA,TOPS,MANDY COTTON,60% COTTON 40% VISCOSE,CHINA,20.2,18.382,27.8258,23.58784,220,206.66666666666669,NA,398,373,280,51,NA,315,43,67,40,0,NA,1654,29244.915800000002,11322.163199999999,2901.30432,231220,119040,30504,45282.052337600006,399832.72000000003
344860,SS25,5,H&F,FEBRUARY,2,SS25,SS,25,AIR,AIR,ESSENTIAL,NA,TOPS,PAPER COTTON,100% COTTON,CHINA,22,20.02,30.037999999999997,25.4224,198,183.33333333333334,NA,358,8,0,46,NA,8,0,60,0,4,NA,484,10980.707999999999,1372.8096,1627.0336,72468,11880,14080,14544.775945599999,103310.68
332382,SS25,5,HS FASHION,MARCH,3,SS25,SS,25,SEA,AIR,ESSENTIAL FRANK,TECIDO ESTAMPA,TOPS,MANDY COTTON,60% COTTON 40% VISCOSE,CHINA,17,15.64,22.892999999999997,20.5168,170,158.33333333333334,NA,716,1545,281,82,NA,110,44,77,0,7,NA,2879,60020.005999999994,4841.9648,2072.1967999999997,432140,44840,19190,67934.27953279999,505431.74
332385,SS25,5,ECICO,FEBRUARY,2,SS25,SS,25,AIR,AIR,ESSENTIAL REPEAT,ARTESANAL,TOPS,VELLA COTTON,100% COTTON,CHINA,31,28.21,41.099000000000004,34.595200000000006,280,266.6666666666667,NA,493,724,280,73,NA,504,61,69,0,22,NA,2288,61525.203,23386.3552,3978.448000000001,419160,216320,36800,92092.34548320001,701901.12
332387,SS25,5,GAIA,APRIL,4,SS25,SS,25,AIR,TRUCK,ESSENTIAL FRANK,MALHA ESTAMPA,TOPS,HEAVY ORGANIC COTTON,100% ORGANIC COTTON,TURKEY,11,10.01,14.815,11.01,90,81.66666666666667,NA,697,45,0,91,NA,35,0,88,0,0,NA,956,10992.73,1387.26,968.88,66780,12348,8624,13736.70826,91204.148
332392,SS25,5,HS FASHION,MARCH,3,SS25,SS,25,SEA,AIR,CORE TECIDO,TECIDO ESTAMPA,DRESSES,VISCOSE SATIN,100% VISCOSE,CHINA,28.6,26.312,37.321000000000005,33.469440000000006,280,266.6666666666667,NA,224,85,0,43,NA,49,0,49,35,0,NA,586,11702.189,6459.601920000001,2811.4329600000005,86520,61760,26880,22320.134553920005,188037.76
332393,SS25,5,HS FASHION,MARCH,3,SS25,SS,25,SEA,AIR,ESSENTIAL REPEAT,TECIDO ESTAMPA,TOPS,LINEN VISCOSE,55% LINEN 45% VISCOSE,CHINA,13.1,11.921,16.9602,15.851519999999999,120,116.66666666666667,NA,995,128,91,101,NA,196,0,97,6,0,NA,1666,20699.182800000002,5532.180479999999,1632.7065599999999,145680,48860,14420,28808.32903488,217299.66
332394,SS25,5,HS FASHION,APRIL,4,SS25,SS,25,SEA,AIR,ESSENTIAL REPEAT,TECIDO ESTAMPA,TOPS,LINEN,100% LINEN,CHINA,22,20.240000000000002,27.124,25.1688,148,141.66666666666669,NA,582,207,0,66,NA,396,32,63,11,13,NA,1403,21400.836,12936.7632,2516.88,116772,87380,17000,38711.2822512,233693.58000000002
337592,SS25,5,CASCADE,MARCH,3,SS25,SS,25,AIR,AIR,NEWNESS,FARMLAB,TOPS,LINEN,100% LINEN,INDIA,32.8,29.848,40.70688,38.1788528,220,206.66666666666669,NA,150,173,0,30,NA,134,0,30,0,0,NA,530,13148.32224,6261.3318592000005,1641.6906704000003,71060,40672,10664,22064.3824497952,128976.432
337597,SS25,5,CASCADE,JANUARY,1,SS25,SS,25,AIR,AIR,ESSENTIAL REPEAT,TECIDO ESTAMPA,DRESSES,COTTON DOTS,100% COTTON,INDIA,32,29.12,41.3312,38.320832,285,266.6666666666667,NA,835,833,139,111,NA,182,41,78,0,0,NA,2246,74685.4784,12799.157888000002,4023.6873600000004,514995,106880,33600,93759.442603008,674273.08
337605,SS25,5,CASCADE,APRIL,4,SS25,SS,25,AIR,AIR,ESSENTIAL REPEAT,TECIDO ESTAMPA,TOPS,COTTON DOTS,100% COTTON,INDIA,16,14.56,22.7856,20.160416,210,200,NA,1194,2581,499,122,NA,326,59,117,0,5,NA,4928,97385.6544,10221.330912000001,2963.581152,897540,121680,35280,112300.874488032,1075098.48
332451,SS25,5,H&F,MARCH,3,SS25,SS,25,SEA,AIR,ESSENTIAL REPEAT,TECIDO ESTAMPA,BOTTOMS,LINEN VISCOSE,55% LINEN 45% VISCOSE,CHINA,24.8,22.568,30.2968,28.27616,198,183.33333333333334,NA,945,144,90,110,NA,188,0,105,11,0,NA,1657,35518.6872,10235.96992,3280.03456,233442,79640,25520,50851.774273920004,352739.64
331848,SS25,5,CASCADE,MARCH,3,SS25,SS,25,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,DRESSES,COTTON DOTS,100% COTTON,INDIA,39.85,36.2635,50.48901,46.7401611,348,325,NA,796,79,0,101,NA,265,37,88,37,12,NA,1457,44177.88375,20191.749595200003,7011.024165000001,304500,168480,58500,75111.08324791321,562606.6799999999
