STYLE NUMBER,SEASON,season_id,FINAL SUPPLIER PRODUCTION,ON FLOOR MONTH,month_id,season_factor,season_name,season_year,SHIP METHOD US RETAIL,SHIP METHOD US WHOLESALE,SQUAD,FABRIC TYPE,CATEGORY,FINAL FABRIC,MAIN FABRIC COMPOSITION,COO,FOB US,FOB EU,US LANDED,EU LANDED,US RETAIL FOR MKUP,EU RETAIL FOR MKUP,EU RETAIL...19,US RETAIL,US WHOLESALE,US ATS,EU RETAIL...23,EU CONCESSIONS,EU WHOLESALE,EU ATS,UK RETAIL,UK CONCESSIONS,UK WHOLESALE,UK ATS,TOTAL,TOTAL LANDED US,TOTAL LANDED EU,TOTAL LANDED UK,TOTAL RETAIL US,TOTAL RETAIL EU,TOTAL RETAIL UK,TOTAL CUSTO $,TOTAL VERBA $
318555,SS24,1,KONCEPTION,FEBRUARY,2,SS24,SS,24,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,OUTERWEAR,VISCOSE MARROCAINE,100% VISCOSE,INDIA,26,24.7,34.980000000000004,31.800199999999997,285,266.6666666666667,NA,191,43,60,21,8,81,35,23,0,15,10,487,10284.120000000003,4611.0289999999995,1526.4096,83790,46400,15360,17087.772790000003,140843.33333333334
318661,SS24,1,H&F,FEBRUARY,2,SS24,SS,24,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,TOPS,LINEN VISCOSE,55% LINEN 45% VISCOSE,CHINA,14.5,13.629999999999999,18.559,17.2656,110,104.16666666666667,NA,145,0,0,16,0,0,0,18,0,0,0,179,2691.0550000000003,276.2496,310.7808,15950,2000,2250,3367.348552,20030.208333333332
318404,SS24,1,H&F,FEBRUARY,2,SS24,SS,24,AIR,AIR,CORE TECIDO,TECIDO LISO,TOPS,VELLA COTTON,100% COTTON,CHINA,21,19.74,28.809,25.1088,195,183.33333333333334,NA,207,33,0,30,174,100,126,30,0,0,0,700,6862.185,10796.784,753.264,46800,94600,6600,19389.46728,137889.1666666667
317783,SS24,1,KONCEPTION,FEBRUARY,2,SS24,SS,24,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,TOPS,LIGHT COTTON,100% COTTON,INDIA,17.7,16.814999999999998,24.6648,22.606289999999998,160,150,NA,288,230,0,32,48,124,35,35,10,4,10,816,12776.366399999999,5402.90331,1333.7711099999997,82880,43020,10620,20191.342551449998,132080.75
327807,SS24,1,SHARTEX,FEBRUARY,2,SS24,SS,24,AIR,AIR,CORE,TRICOT,SWEATER,KNIT,60%ACRYLIC 40%COTTON,CHINA,37,34.78,55.615,42.9536,295,279.1666666666667,NA,365,0,0,40,105,0,0,40,0,0,0,550,20299.475000000002,6228.272000000001,1718.144,107675,48575,13400,29068.45244,164666.875
317738,SS24,1,KONCEPTION,FEBRUARY,2,SS24,SS,24,AIR,AIR,CORE TECIDO,TECIDO LISO,DRESSES,LIGHT COTTON,100% COTTON,INDIA,34.5,32.775,43.813,42.21565,275,258.33333333333337,NA,145,0,0,25,0,0,0,30,0,0,0,200,6352.885,1055.39125,1266.4695,39875,7750,9300,9033.578775,56279.16666666667
328947,SS24,1,H&F,FEBRUARY,2,SS24,SS,24,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,DRESSES,BASIC VISCOSE,100% RAYON,CHINA,27,25.38,37.345,32.4256,235,220.83333333333334,NA,480,0,0,53,0,0,0,59,0,0,0,592,17925.6,1718.5568,1913.1104000000003,112800,14045,15635,22108.016015999998,141284.1875
331402,SS24,1,H&F,FEBRUARY,2,SS24,SS,24,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,TOPS,LINEN VISCOSE,55% LINEN 45% VISCOSE,CHINA,19,17.86,24.698,23.0032,185,175,NA,0,320,0,0,0,0,0,0,0,0,0,320,7447.36,0,0,59200,0,0,7903.360000000001,59200
331405,SS24,1,SAINTS & SEERS,FEBRUARY,2,SS24,SS,24,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,DRESSES,VISCOSE MARROCAINE,100% VISCOSE,INDIA,39,37.05,49.24,44.6068,295,279.1666666666667,NA,0,313,0,0,0,0,0,0,0,0,0,313,15412.12,0,0,92335,0,0,15412.12,92335
331395,SS24,1,KONCEPTION,FEBRUARY,2,SS24,SS,24,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,BOTTOMS,VISCOSE MARROCAINE,100% VISCOSE,INDIA,16,15.2,24.696,21.088,165,154.16666666666669,NA,0,300,0,0,0,0,0,0,0,0,0,300,7408.8,0,0,49500,0,0,7408.8,49500
331393,SS24,1,H&F,FEBRUARY,2,SS24,SS,24,AIR,AIR,ESSENTIAL,TECIDO LISO,TOPS,VELLA COTTON,100% COTTON,CHINA,19.8,18.612,27.3342,23.845439999999996,210,195.83333333333334,NA,0,688,0,0,0,0,0,0,0,0,0,688,17784.2496,0,0,144480,0,0,18805.9296,144480
331631,SS24,1,H&F,FEBRUARY,2,SS24,SS,24,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,JUMPSUITS,LINEN,NA,CHINA,29.6,27.823999999999998,36.1488,34.66288,200,187.5,NA,0,825,0,0,0,0,0,0,0,0,0,825,27991.260000000002,0,0,165000,0,0,29822.760000000002,165000
331630,SS24,1,H&F,FEBRUARY,2,SS24,SS,24,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,JUMPSUITS,LINEN VISCOSE,55% LINEN 45% VISCOSE,CHINA,23,21.619999999999997,28.869,27.714399999999998,190,179.16666666666669,NA,0,825,0,0,0,0,0,0,0,0,0,825,22393.8,0,0,156750,0,0,23816.925,156750
317662,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,DRESSES,PAPER COTTON,100% COTTON,TURKEY,37.5,35.25,44.65,40.48,245,229.16666666666669,NA,336,610,300,37,17,160,31,41,0,91,14,1637,55633.9,9917.599999999999,5910.08,305270,67375,40150,73485.58,406332.5
317779,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,DRESSES,MANDY COTTON,60% COTTON 40% VISCOSE,TURKEY,57.2,53.768,66.0048,54.768,315,295.83333333333337,NA,145,0,0,16,0,0,0,18,0,0,0,179,9570.696,876.288,985.8240000000001,45675,5680,6390,11715.958560000001,57262.79166666667
318020,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,TOPS,MANDY COTTON,60% COTTON 40% VISCOSE,TURKEY,30.5,28.669999999999998,38.197,31.669999999999998,150,141.66666666666669,NA,480,609,100,53,57,58,10,59,18,0,10,1454,45416.23300000001,5637.259999999999,2755.29,178350,30260,14790,54823.33145,220429.95833333334
320114,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,NEWNESS,MALHA SILK,JUMPSUITS,ORGANIC COTTON,100% COTTON,TURKEY,22.5,21.375,27.93,22.375,160,150,NA,384,0,0,42,9,0,0,47,0,0,0,482,10725.119999999999,1141.125,1051.625,61440,9180,8460,13234.364375,78261.75
327180,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,TOPS,VISCOSE SATIN,100% VISCOSE,TURKEY,21,19.74,29.649,20.74,185,175,NA,96,71,60,11,0,18,0,12,0,0,0,268,6730.323,601.46,248.88,41995,6090,2520,7678.7632,49997.75
327196,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,NEWNESS,MALHA SILK,TOPS,ORGANIC COTTON,100% COTTON,TURKEY,8.75,8.3125,12.19375,9.3125,85,79.16666666666667,NA,480,0,0,53,0,0,0,59,0,0,0,592,5853,493.5625,549.4375,40800,5035,5605,7054.172812500001,51011.3125
318334,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,CORE,TRICOT,SWEATER,KNIT,100% LYOCELL,TURKEY,43,40.419999999999995,60.76,46.270399999999995,295,279.1666666666667,NA,96,27,0,11,9,51,0,12,0,14,0,220,7473.48,3285.1983999999998,1203.0303999999999,36285,23785,8710,12462.354528,66384.75
322685,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,DRESSES,JORGE COTTON,68%TENCEL  32% COTTON,TURKEY,48.8,45.87199999999999,60.608,46.87199999999999,285,266.6666666666667,NA,574,1920,0,63,28,147,30,71,39,73,15,2960,151156.352,12561.695999999998,9280.655999999999,710790,85760,63360,175966.17031999998,851939.3333333334
322678,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,DRESSES,MANDY COTTON,60% COTTON 40% VISCOSE,TURKEY,43.5,40.89,51.154,41.89,265,250,NA,336,0,0,37,0,0,0,41,0,0,0,414,17187.744000000002,1549.93,1717.49,89040,11100,12300,20950.094350000003,111493.75
318037,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,ESSENTIAL,MALHA ESTAMPA,TOPS,RIBBED JERSEY,95% COTTON 5% ELASTANE,TURKEY,14.8,14.06,18.398400000000002,15.06,130,120.83333333333334,NA,432,625,60,48,57,22,18,53,0,15,12,1342,20551.012800000004,2183.7,1204.8000000000002,145210,21025,11600,24363.451800000006,175798.9583333333
318085,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,DRESSES,JORGE COTTON,68%TENCEL  32% COTTON,TURKEY,48.8,45.87199999999999,60.608,46.87199999999999,285,266.6666666666667,NA,574,687,100,63,20,67,0,71,18,29,0,1629,82487.488,7030.799999999999,5530.895999999999,387885,48000,37760,96785.7916,469231.6666666667
327198,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,NEWNESS,MALHA SILK,TOPS,ORGANIC COTTON,100% COTTON,TURKEY,8.75,8.3125,12.19375,9.3125,75,70.83333333333334,NA,288,0,0,32,0,0,0,35,0,0,0,355,3511.7999999999997,298,325.9375,21600,2720,2975,4229.9334375,27062.312500000004
327178,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,NEWNESS,MALHA SILK,TOPS,ORGANIC COTTON,100% COTTON,TURKEY,8.75,8.3125,12.19375,9.3125,75,70.83333333333334,NA,288,0,0,32,0,0,0,35,0,0,0,355,3511.7999999999997,298,325.9375,21600,2720,2975,4229.9334375,27062.312500000004
327179,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,NEWNESS,MALHA SILK,TOPS,ORGANIC COTTON,100% COTTON,TURKEY,8.75,8.3125,12.19375,9.3125,75,70.83333333333334,NA,767,0,0,84,0,0,0,94,0,0,0,945,9352.606249999999,782.25,875.375,57525,7140,7990,11261.948124999999,72047.95833333333
318627,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,NEWNESS,MALHA SILK,DRESSES,ORGANIC COTTON,100% COTTON,TURKEY,19.5,18.525,24.7425,19.525,160,150,NA,1150,49,0,127,27,58,10,141,0,0,10,1572,29666.2575,4334.549999999999,2948.2749999999996,191840,39960,27180,37915.862875000006,255217.25
318563,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,CORE SARJA,DENIM,JUMPSUITS,DENIM,100% COTTON,TURKEY,44,41.36,51.916,47.3232,260,245.83333333333334,NA,191,344,0,21,22,4,0,23,0,4,0,609,27775.059999999998,2224.1904,1277.7264,139100,13865,7965,31720.158568,159593.89583333334
321022,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,BOTTOMS,PAPER COTTON,100% COTTON,TURKEY,29.11,27.3634,35.49702,31.647008,195,183.33333333333334,NA,288,169,60,32,0,34,20,35,18,6,10,672,18351.95934,2721.642688,2183.643552,100815,18920,15180,23939.080367360002,133181.58333333334
318947,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,CORE TECIDO,ARTESANAL,DRESSES,RAFIA,100% VISCOSE,TURKEY,99.3,93.342,119.188,94.342,595,558.3333333333334,NA,30,55,0,8,0,34,0,12,0,11,0,150,9965.98,3962.364,2169.866,50575,28140,15410,17028.79533,91397.54166666667
317902,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,CORE SARJA,DENIM,BOTTOMS,DENIM,100% COTTON,TURKEY,37.9,35.626,47.1914,36.626,240,225,NA,144,16,0,16,41,21,0,18,0,0,0,256,7550.624,2856.828,659.2679999999999,38400,21060,4860,11415.03326,62139.75
318758,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,BOTTOMS,PAPER COTTON,100% COTTON,TURKEY,42.25,39.714999999999996,48.7145,45.480799999999995,210,195.83333333333334,NA,144,58,0,16,27,22,0,18,0,0,0,285,9840.329,2956.2519999999995,818.6543999999999,42420,15275,4230,14006.37028,60358.333333333336
317876,SS24,1,SATINSKIN,FEBRUARY,2,SS24,SS,24,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,DRESSES,MOITA,100% COTTON,MOROCCO,32.6,30.97,36.6,34.97,265,250,NA,671,977,120,74,40,107,20,83,29,60,10,2191,64708.8,8427.77,6364.539999999999,468520,72300,54600,81523.0754,588725
322666,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,ESSENTIAL,MALHA ESTAMPA,DRESSES,HEAVY ORGANIC COTTON,100% COTTON,TURKEY,16,15.2,20.84,16.2,135,129.16666666666669,NA,1629,597,300,179,28,34,10,200,29,0,10,3016,52641.84,4066.2,3871.8,341010,38905,37045,61735.629,413517.0625
327173,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,TOPS,JORGE COTTON,68% TENCEL 32% COTTON,TURKEY,26.8,25.192,37.0092,26.192,185,175,NA,288,12,0,32,0,42,10,35,0,0,10,429,11102.76,2200.128,1178.64,55500,17640,9450,14900.73096,80875.875
318045,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,ESSENTIAL,MALHA ESTAMPA,DRESSES,CREPE JERSEY,95% VISCOSE 5% SPANDEX,TURKEY,21,19.74,27.129,20.74,170,158.33333333333334,NA,958,608,100,105,87,26,10,118,18,16,10,2056,45196.914000000004,4728.719999999999,3359.8799999999997,283220,43320,30780,54372.49740000001,353268.25
317829,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,DRESSES,PAPER COTTON,100% COTTON,TURKEY,27,25.38,33.268,29.4256,245,229.16666666666669,NA,1917,2185,180,211,87,196,35,236,29,23,10,5109,142453.576,15566.1424,8768.8288,1049090,145475,81950,169851.16364800002,1262462.5
327174,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,BOTTOMS,JORGE COTTON,68% TENCEL 32% COTTON,TURKEY,22.32,20.9808,30.70352,24.498496,150,141.66666666666669,NA,240,22,0,26,0,45,10,30,0,0,10,383,8044.3222399999995,1984.3781759999997,979.93984,39300,13770,6800,11368.033192320001,58519.91666666667
318039,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,ESSENTIAL,MALHA ESTAMPA,TOPS,ORGANIC COTTON,100% COTTON,TURKEY,10,9.5,13.65,10.5,90,83.33333333333334,NA,958,0,0,105,0,0,0,118,18,0,0,1199,13076.7,1102.5,1428,86220,10500,13600,16005.675,109465.83333333334
317801,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,DRESSES,PAPER COTTON,100% COTTON,TURKEY,33.4,31.395999999999997,37.4,32.396,235,220.83333333333334,NA,958,234,0,105,20,97,20,118,0,5,10,1567,44580.799999999996,7839.832,4308.668,280120,64130,35245,58247.538539999994,373281.8541666666
317806,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,DRESSES,MANDY COTTON,60% COTTON 40% VISCOSE,TURKEY,47.53,44.6782,55.02252,48.1782,230,216.66666666666669,NA,1600,1075,180,176,87,134,35,197,0,8,10,3502,157089.29460000002,20812.9824,10358.312999999998,656650,112320,55900,192048.119193,813866.5833333334
317943,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,JUMPSUITS,PAPER COTTON,100% COTTON,TURKEY,31.5,29.61,37.5515,30.61,200,187.5,NA,1725,1950,300,190,135,129,45,212,0,39,10,4735,149267.21249999997,15274.390000000001,7989.209999999999,795000,112275,58725,175397.59204999998,955060.3125
318676,SS24,1,SATINSKIN,FEBRUARY,2,SS24,SS,24,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,DRESSES,MANDY COTTON,60% COTTON 40% VISCOSE,MOROCCO,33.6,31.919999999999998,37.1,35.42,210,195.83333333333334,NA,1150,1337,200,127,107,110,26,141,29,87,19,3333,99687.70000000001,13105.400000000001,9775.920000000002,564270,86950,64860,125685.98000000001,708011.6666666666
327164,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,CORE SARJA,DENIM,BOTTOMS,DENIM,100% COTTON,TURKEY,28.5,26.79,33.837,31.0048,195,183.33333333333334,NA,432,957,60,48,57,81,20,53,18,14,10,1750,49029.813,6386.988800000001,2945.456,282555,45320,20900,59472.074616,344300.75
327172,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,DRESSES,JORGE COTTON,68% TENCEL 32% COTTON,TURKEY,46,43.239999999999995,57.36,44.239999999999995,285,266.6666666666667,NA,288,340,0,32,9,97,35,35,0,20,10,866,36022.08,7653.519999999999,2875.5999999999995,178980,55360,20800,47733.9564,249576.00000000003
318622,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,NEWNESS,MALHA SILK,TOPS,ORGANIC COTTON,100% COTTON,TURKEY,10.25,9.737499999999999,13.94125,10.737499999999999,75,70.83333333333334,NA,288,37,0,32,54,3,0,35,0,0,0,449,4530.90625,955.6374999999998,375.81249999999994,24375,7565,2975,6013.8086875,34157.4375
327181,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,BOTTOMS,COTTON ELASTANE,COTTON,TURKEY,45,42.3,51.69,43.3,210,195.83333333333334,NA,135,9,0,15,0,16,0,17,0,0,0,192,7443.36,1342.3,736.0999999999999,30240,7285,3995,9781.343499999999,40814.02083333333
319949,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,TOPS,PAPER COTTON,100% COTTON,TURKEY,19.14,17.9916,24.08756,21.150591999999996,110,104.16666666666667,NA,144,28,0,16,19,9,0,18,0,0,0,234,4143.06032,930.6260479999999,380.7106559999999,18920,5500,2250,5605.20074496,26121.041666666668
327165,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,CORE SARJA,DENIM,OUTERWEAR,DENIM,100% COTTON,TURKEY,33.5,31.49,40.649,32.489999999999995,240,225,NA,288,166,0,32,43,41,20,35,10,0,10,645,18454.646,4418.639999999999,1786.9499999999998,108960,36720,14850,25371.604549999996,156861.375
327119,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,CORE,TRICOT,SWEATER,KNIT,100% LYOCELL,TURKEY,56.5,53.11,78.58,60.4832,315,295.83333333333337,NA,125,23,0,14,19,8,0,15,10,1,0,215,11629.84,2479.8111999999996,1572.5632,46620,14555,9230,16209.627903999999,69020.5
327217,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,CORE,TRICOT,SWEATER,KNIT,100% LYOCELL,TURKEY,50,47,70,53.64,315,295.83333333333337,NA,96,109,0,11,28,15,0,12,0,0,0,271,14350,2896.56,643.6800000000001,64575,19170,4260,18237.8272,86017
327218,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,CORE,CROCHET,SWEATER,KNIT,100% COTTON,TURKEY,52,48.879999999999995,64.58,55.745599999999996,295,279.1666666666667,NA,191,153,0,21,27,14,0,23,10,0,0,439,22215.519999999997,3456.2272,1839.6047999999998,101480,20770,11055,28167.198984,131285.2291666667
317776,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,TOPS,MANDY COTTON,60% COTTON 40% VISCOSE,TURKEY,31.5,29.61,39.351,30.61,220,208.33333333333334,NA,671,1381,120,74,107,187,45,83,39,46,11,2764,85470.372,12641.93,5479.1900000000005,477840,103250,44750,105709.24485,615586.875
318341,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,CORE,CROCHET,TOPS,KNIT,100% COTTON,TURKEY,42,39.48,52.93,45.2176,275,258.33333333333337,NA,144,97,0,16,16,28,10,18,10,15,10,364,12756.130000000001,3165.232,2396.5328,66275,21700,16430,19078.68092,102396.45833333334
331403,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,JUMPSUITS,PAPER COTTON,100% COTTON,TURKEY,33,31.02,39.173,32.019999999999996,230,216.66666666666669,NA,0,1000,0,0,0,0,0,0,0,0,0,1000,39173,0,0,230000,0,0,39173,230000
331390,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,ESSENTIAL,MALHA SILK,TOPS,ORGANIC COTTON,100% COTTON,TURKEY,10.25,9.737499999999999,13.94125,10.737499999999999,75,70.83333333333334,NA,0,1050,0,0,0,0,0,0,0,0,0,1050,14638.3125,0,0,78750,0,0,14638.3125,78750
331391,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,ESSENTIAL,MALHA SILK,TOPS,ORGANIC COTTON,100% COTTON,TURKEY,9,8.549999999999999,12.485,9.549999999999999,85,79.16666666666667,NA,0,1080,0,0,0,0,0,0,0,0,0,1080,13483.8,0,0,91800,0,0,13483.8,91800
331394,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,DRESSES,VISCOSE SATIN,100% VISCOSE,TURKEY,26.3,24.721999999999998,34.508,28.721999999999998,200,187.5,NA,958,1070,0,105,0,0,0,118,0,0,0,2251,69982.22400000002,3015.81,3389.196,405600,23625,26550,77360.90580000001,453768.75
331396,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,ESSENTIAL,TECIDO LISO,DRESSES,PAPER COTTON,100% COTTON,TURKEY,31.5,29.61,38.146,34.163199999999996,245,229.16666666666669,NA,0,360,0,0,0,0,0,0,0,0,0,360,13732.56,0,0,88200,0,0,13732.56,88200
332391,SS24,1,GAIA,FEBRUARY,2,SS24,SS,24,AIR,AIR,ESSENTIAL,MALHA ESTAMPA,TOPS,RIBBED JERSEY,95% COTTON 5% ELASTANE,TURKEY,14.8,14.06,18.398400000000002,15.06,130,120.83333333333334,NA,0,800,0,0,0,0,0,0,0,0,0,800,14718.720000000001,0,0,104000,0,0,14718.720000000001,104000
318090,SS24,1,JACKY,MARCH,3,SS24,SS,24,AIR,AIR,CORE TECIDO,TECIDO LISO,JUMPSUITS,COTTON TENCEL,52% COTTON 48% TENCEL,CHINA,33.2,31.208000000000002,42.379200000000004,38.952960000000004,250,237.5,NA,288,104,0,40,0,0,0,50,0,0,0,482,16612.6464,1558.1184000000003,1947.6480000000001,98000,11400,14250,20665.701888000003,122711.875
318223,SS24,1,JACKY,MARCH,3,SS24,SS,24,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,JUMPSUITS,COTTON TENCEL,52% COTTON 48% TENCEL,CHINA,37.4,35.156,47.2344,43.374719999999996,265,250,NA,288,65,0,32,0,28,0,35,0,35,0,483,16673.7432,2602.4831999999997,3036.2304,93545,18000,21000,23177.782464,131032.5
318561,SS24,1,JACKY,MARCH,3,SS24,SS,24,AIR,AIR,CORE SARJA,SARJA,OUTERWEAR,TENCEL COTTON,CHCK,CHINA,61,57.339999999999996,75.309,68.2208,365,341.6666666666667,NA,145,0,0,16,0,0,0,18,0,0,0,179,10919.805,1091.5328,1227.9744,52925,6560,7380,13592.013736,66308.08333333334
318142,SS24,1,JACKY,APRIL,4,SS24,SS,24,AIR,AIR,CORE SARJA,SARJA,JUMPSUITS,GABARDINE,100% COTTON,CHINA,38.5,36.19,48.506,44.532799999999995,285,266.6666666666667,NA,336,104,0,25,5,7,0,30,39,4,0,550,21342.64,1647.7135999999998,3250.8943999999997,125400,11840,23360,27088.039192,159804
320801,SS24,1,JACKY,MARCH,3,SS24,SS,24,AIR,AIR,CORE SARJA,SARJA,JUMPSUITS,GABARDINE,100% COTTON,CHINA,30.9,29.045999999999996,39.2204,36.03151999999999,260,245.83333333333334,NA,480,373,0,45,20,63,0,50,18,18,0,1067,33455.0012,4612.034559999999,3098.710719999999,221780,37760,25370,42185.7988112,281347.875
318154,SS24,1,JACKY,MARCH,3,SS24,SS,24,AIR,AIR,CORE SARJA,SARJA,BOTTOMS,GABARDINE,100% COTTON,CHINA,26,24.439999999999998,35.266,30.372799999999998,220,208.33333333333334,NA,240,42,0,20,22,32,0,25,0,7,0,388,9945.012,2247.5872,971.9295999999999,62040,18500,8000,13540.544064,86702.50000000001
318155,SS24,1,JACKY,MARCH,3,SS24,SS,24,AIR,AIR,CORE SARJA,SARJA,BOTTOMS,GABARDINE,100% COTTON,CHINA,26,24.439999999999998,35.266,30.372799999999998,220,208.33333333333334,NA,288,83,0,20,0,0,0,25,0,0,0,416,13083.686,607.4559999999999,759.3199999999999,81620,5000,6250,14663.830919999999,92458.54166666666
318078,SS24,1,JACKY,MARCH,3,SS24,SS,24,AIR,AIR,CORE TECIDO,TECIDO LISO,BOTTOMS,COTTON TENCEL,52% COTTON 48% TENCEL,CHINA,17.3,16.262,23.9693,20.713440000000002,150,141.66666666666669,NA,288,409,100,40,37,18,0,50,0,0,0,942,19103.5321,1967.7768,1035.672,119550,16150,8500,22477.751475999998,142627.5
327749,SS24,1,JACKY,MARCH,3,SS24,SS,24,AIR,AIR,CORE TECIDO,TECIDO LISO,BOTTOMS,COTTON TENCEL,52% COTTON 48% TENCEL,CHINA,22.2,20.868,30.050199999999997,25.872159999999997,150,141.66666666666669,NA,288,3,0,32,0,0,0,40,0,0,0,363,8744.6082,827.9091199999999,1034.8863999999999,43650,5440,6800,10898.206798399999,55442.33333333334
318157,SS24,1,JACKY,MARCH,3,SS24,SS,24,AIR,AIR,CORE SARJA,SARJA,BOTTOMS,GABARDINE,100% COTTON,CHINA,22,20.68,29.802,25.6616,175,166.66666666666669,NA,480,255,100,40,58,43,0,45,18,0,0,1039,24884.67,3618.2856,1616.6807999999999,146125,28200,12600,30736.669572,184132.5
322810,SS24,1,JACKY,MARCH,3,SS24,SS,24,AIR,AIR,CORE,SARJA,TOPS,SARJA,100% COTTON,CHINA,28,26.32,37.412,32.4784,220,208.33333333333334,NA,240,13,0,15,28,10,0,15,0,0,0,321,9465.235999999999,1721.3552,487.176,55660,13250,3750,11903.876664,71302.70833333333
327748,SS24,1,JACKY,MARCH,3,SS24,SS,24,AIR,AIR,CORE TECIDO,TECIDO LISO,TOPS,COTTON TENCEL,52% COTTON 48% TENCEL,CHINA,39.7,37.318,48.8932,44.79616,195,183.33333333333334,NA,144,5,0,20,0,0,0,31,0,0,0,200,7285.0868,895.9232,1388.68096,29055,4400,6820,9944.8588,39940.41666666667
